Time,header.seq,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
0.0,1,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,0,1,human
36.88686800003052,2,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
54.157379388809204,3,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,2,3,human
56.38489818572998,4,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,3,-1,-1,"[u: 1
v: 9]",-1,-1,True,False,3,4,human
96.4143397808075,5,pretest-1,[],-1,-1,False,False,human,1,7,0,"[u: 7
v: 0]",-1,-1,False,False,0,0,human
101.38016724586487,6,pretest-1,"[u: 7
v: 0]",-1,-1,False,False,human,1,0,3,"[u: 7
v: 0, u: 0
v: 3]",-1,-1,False,False,1,0,human
107.64856314659119,7,pretest-1,"[u: 7
v: 0, u: 0
v: 3]",-1,-1,False,False,human,1,3,5,"[u: 7
v: 0, u: 3
v: 5, u: 0
v: 3]",-1,-1,False,False,2,0,human
110.68132758140564,8,pretest-1,"[u: 7
v: 0, u: 3
v: 5, u: 0
v: 3]",-1,-1,False,False,human,1,7,5,"[u: 7
v: 5, u: 7
v: 0, u: 3
v: 5, u: 0
v: 3]",-1,-1,False,False,3,0,human
119.5940351486206,9,pretest-1,"[u: 7
v: 5, u: 7
v: 0, u: 3
v: 5, u: 0
v: 3]",-1,-1,False,False,human,1,5,4,"[u: 0
v: 3, u: 7
v: 5, u: 7
v: 0, u: 5
v: 4, u: 3
v: 5]",-1,-1,False,False,4,0,human
122.76047778129578,10,pretest-1,"[u: 0
v: 3, u: 7
v: 5, u: 7
v: 0, u: 5
v: 4, u: 3
v: 5]",-1,-1,False,False,human,1,4,1,"[u: 7
v: 5, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 3
v: 5, u: 7
v: 0]",-1,-1,False,False,5,0,human
131.72980785369873,11,pretest-1,"[u: 7
v: 5, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 3
v: 5, u: 7
v: 0]",-1,-1,False,False,human,1,5,6,"[u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 3
v: 5, u: 7
v: 0]",-1,-1,False,False,6,0,human
158.3345799446106,12,pretest-1,"[u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 3
v: 5, u: 7
v: 0]",-1,-1,False,False,human,4,-1,-1,"[u: 5
v: 4, u: 0
v: 3, u: 7
v: 0, u: 5
v: 6, u: 7
v: 5, u: 4
v: 1, u: 3
v: 5]",-1,-1,False,True,7,0,human
161.27743887901306,13,pretest-1,"[u: 5
v: 4, u: 0
v: 3, u: 7
v: 0, u: 5
v: 6, u: 7
v: 5, u: 4
v: 1, u: 3
v: 5]",-1,-1,False,True,human,4,-1,-1,"[u: 5
v: 4, u: 0
v: 3, u: 7
v: 0, u: 5
v: 6, u: 7
v: 5, u: 4
v: 1, u: 3
v: 5]",-1,-1,True,True,8,0,human
184.98478150367737,14,pretest-2,[],-1,-1,False,False,human,1,4,6,"[u: 4
v: 6]",-1,-1,False,False,0,0,human
191.95285058021545,15,pretest-2,"[u: 4
v: 6]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 4
v: 6]",-1,-1,False,False,1,0,human
198.87307906150818,16,pretest-2,"[u: 6
v: 7, u: 4
v: 6]",-1,-1,False,False,human,1,4,5,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 6]",-1,-1,False,False,2,0,human
204.53992080688477,17,pretest-2,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 6]",-1,-1,False,False,human,1,4,1,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 6, u: 4
v: 1]",-1,-1,False,False,3,0,human
211.26609206199646,18,pretest-2,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 6, u: 4
v: 1]",-1,-1,False,False,human,1,5,3,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 6, u: 4
v: 1]",-1,-1,False,False,4,0,human
