Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
1623048864.5922375,1,1623048864,591364622,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,0,1,human
1623048901.4791055,2,1623048901,478822946,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
1623048918.7496173,3,1623048918,748908519,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,2,3,human
1623048920.977136,4,1623048920,975822925,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,3,-1,-1,"[u: 1
v: 9]",-1,-1,True,False,3,4,human
1623048961.0065775,5,1623048961,5374193,pretest-1,[],-1,-1,False,False,human,1,7,0,"[u: 7
v: 0]",-1,-1,False,False,0,0,human
1623048965.972405,6,1623048965,971321344,pretest-1,"[u: 7
v: 0]",-1,-1,False,False,human,1,0,3,"[u: 7
v: 0, u: 0
v: 3]",-1,-1,False,False,1,0,human
1623048972.2408009,7,1623048972,240087270,pretest-1,"[u: 7
v: 0, u: 0
v: 3]",-1,-1,False,False,human,1,3,5,"[u: 7
v: 0, u: 3
v: 5, u: 0
v: 3]",-1,-1,False,False,2,0,human
1623048975.2735653,8,1623048975,272509336,pretest-1,"[u: 7
v: 0, u: 3
v: 5, u: 0
v: 3]",-1,-1,False,False,human,1,7,5,"[u: 7
v: 5, u: 7
v: 0, u: 3
v: 5, u: 0
v: 3]",-1,-1,False,False,3,0,human
1623048984.1862729,9,1623048984,184934139,pretest-1,"[u: 7
v: 5, u: 7
v: 0, u: 3
v: 5, u: 0
v: 3]",-1,-1,False,False,human,1,5,4,"[u: 0
v: 3, u: 7
v: 5, u: 7
v: 0, u: 5
v: 4, u: 3
v: 5]",-1,-1,False,False,4,0,human
1623048987.3527155,10,1623048987,352514982,pretest-1,"[u: 0
v: 3, u: 7
v: 5, u: 7
v: 0, u: 5
v: 4, u: 3
v: 5]",-1,-1,False,False,human,1,4,1,"[u: 7
v: 5, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 3
v: 5, u: 7
v: 0]",-1,-1,False,False,5,0,human
1623048996.3220456,11,1623048996,321034908,pretest-1,"[u: 7
v: 5, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 3
v: 5, u: 7
v: 0]",-1,-1,False,False,human,1,5,6,"[u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 3
v: 5, u: 7
v: 0]",-1,-1,False,False,6,0,human
1623049022.9268177,12,1623049022,926648378,pretest-1,"[u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 3
v: 5, u: 7
v: 0]",-1,-1,False,False,human,4,-1,-1,"[u: 5
v: 4, u: 0
v: 3, u: 7
v: 0, u: 5
v: 6, u: 7
v: 5, u: 4
v: 1, u: 3
v: 5]",-1,-1,False,True,7,0,human
1623049025.8696766,13,1623049025,868766069,pretest-1,"[u: 5
v: 4, u: 0
v: 3, u: 7
v: 0, u: 5
v: 6, u: 7
v: 5, u: 4
v: 1, u: 3
v: 5]",-1,-1,False,True,human,4,-1,-1,"[u: 5
v: 4, u: 0
v: 3, u: 7
v: 0, u: 5
v: 6, u: 7
v: 5, u: 4
v: 1, u: 3
v: 5]",-1,-1,True,True,8,0,human
1623049049.5770192,14,1623049049,576186180,pretest-2,[],-1,-1,False,False,human,1,4,6,"[u: 4
v: 6]",-1,-1,False,False,0,0,human
1623049056.5450885,15,1623049056,544291496,pretest-2,"[u: 4
v: 6]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 4
v: 6]",-1,-1,False,False,1,0,human
1623049063.4653168,16,1623049063,464264631,pretest-2,"[u: 6
v: 7, u: 4
v: 6]",-1,-1,False,False,human,1,4,5,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 6]",-1,-1,False,False,2,0,human
1623049069.1321583,17,1623049069,131166458,pretest-2,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 6]",-1,-1,False,False,human,1,4,1,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 6, u: 4
v: 1]",-1,-1,False,False,3,0,human
1623049075.8583298,18,1623049075,857300996,pretest-2,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 6, u: 4
v: 1]",-1,-1,False,False,human,1,5,3,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 6, u: 4
v: 1]",-1,-1,False,False,4,0,human
1623049077.912006,19,1623049077,911097288,pretest-2,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 6, u: 4
v: 1]",-1,-1,False,False,human,1,3,0,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 6, u: 4
v: 1, u: 3
v: 0]",-1,-1,False,False,5,0,human
1623049110.6127229,20,1623049110,612455368,pretest-2,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 6, u: 4
v: 1, u: 3
v: 0]",-1,-1,False,False,human,1,5,7,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 6, u: 4
v: 1, u: 5
v: 7, u: 3
v: 0]",-1,-1,False,False,6,0,human
1623049113.1557567,21,1623049113,154917001,pretest-2,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 6, u: 4
v: 1, u: 5
v: 7, u: 3
v: 0]",-1,-1,False,False,human,4,-1,-1,"[u: 4
v: 6, u: 5
v: 7, u: 3
v: 0, u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 1]",-1,-1,False,True,7,0,human
1623049115.6019807,22,1623049115,601609706,pretest-2,"[u: 4
v: 6, u: 5
v: 7, u: 3
v: 0, u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 1]",-1,-1,False,True,human,4,-1,-1,"[u: 4
v: 6, u: 5
v: 7, u: 3
v: 0, u: 6
v: 7, u: 4
v: 5, u: 5
v: 3, u: 4
v: 1]",-1,-1,True,True,8,0,human
1623049138.3070767,23,1623049138,305779457,pretest-3,[],-1,-1,False,False,human,1,0,3,"[u: 0
v: 3]",-1,-1,False,False,0,0,human
1623049146.9419942,24,1623049146,941278457,pretest-3,"[u: 0
v: 3]",-1,-1,False,False,human,1,3,1,"[u: 3
v: 1, u: 0
v: 3]",-1,-1,False,False,1,0,human
1623049146.9784675,25,1623049146,977645635,pretest-3,"[u: 3
v: 1, u: 0
v: 3]",-1,-1,False,False,human,1,1,3,"[u: 3
v: 1, u: 0
v: 3]",-1,-1,False,False,2,0,human
1623049153.0163078,26,1623049153,15583515,pretest-3,"[u: 3
v: 1, u: 0
v: 3]",-1,-1,False,False,human,1,1,4,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,3,0,human
1623049158.3072765,27,1623049158,306104183,pretest-3,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,4,5,"[u: 3
v: 1, u: 4
v: 5, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,4,0,human
1623049164.869615,28,1623049164,868667840,pretest-3,"[u: 3
v: 1, u: 4
v: 5, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,7,6,"[u: 4
v: 5, u: 7
v: 6, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,5,0,human
1623049168.6370845,29,1623049168,636337041,pretest-3,"[u: 4
v: 5, u: 7
v: 6, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,5,7,"[u: 4
v: 5, u: 7
v: 6, u: 5
v: 7, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,6,0,human
1623049181.0657382,30,1623049181,64799547,pretest-3,"[u: 4
v: 5, u: 7
v: 6, u: 5
v: 7, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,4,-1,-1,"[u: 3
v: 1, u: 0
v: 3, u: 5
v: 7, u: 1
v: 4, u: 4
v: 5, u: 7
v: 6]",-1,-1,False,True,7,0,human
1623049183.817212,31,1623049183,815827131,pretest-3,"[u: 3
v: 1, u: 0
v: 3, u: 5
v: 7, u: 1
v: 4, u: 4
v: 5, u: 7
v: 6]",-1,-1,False,True,human,4,-1,-1,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4, u: 5
v: 7, u: 4
v: 5, u: 7
v: 6]",-1,-1,True,True,8,0,human
1623049206.4907725,32,1623049206,489930391,pretest-4,[],-1,-1,False,False,human,1,6,4,"[u: 6
v: 4]",-1,-1,False,False,0,0,human
1623049211.4168663,33,1623049211,415829181,pretest-4,"[u: 6
v: 4]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 6
v: 4]",-1,-1,False,False,1,0,human
1623049215.656843,34,1623049215,655129909,pretest-4,"[u: 6
v: 7, u: 6
v: 4]",-1,-1,False,False,human,1,4,1,"[u: 6
v: 7, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,2,0,human
1623049225.2766683,35,1623049225,275299072,pretest-4,"[u: 6
v: 7, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,1,4,5,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,3,0,human
1623049233.7164302,36,1623049233,715278625,pretest-4,"[u: 6
v: 7, u: 4
v: 5, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,1,3,1,"[u: 6
v: 7, u: 4
v: 5, u: 3
v: 1, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,4,0,human
1623049241.158961,37,1623049241,158115148,pretest-4,"[u: 6
v: 7, u: 4
v: 5, u: 3
v: 1, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,1,3,0,"[u: 6
v: 7, u: 4
v: 5, u: 3
v: 1, u: 4
v: 1, u: 6
v: 4, u: 3
v: 0]",-1,-1,False,False,5,0,human
1623049248.7416103,38,1623049248,740806818,pretest-4,"[u: 6
v: 7, u: 4
v: 5, u: 3
v: 1, u: 4
v: 1, u: 6
v: 4, u: 3
v: 0]",-1,-1,False,False,human,4,-1,-1,"[u: 3
v: 1, u: 6
v: 4, u: 3
v: 0, u: 6
v: 7, u: 4
v: 5, u: 4
v: 1]",-1,-1,False,True,6,0,human
1623049250.874652,39,1623049250,873914718,pretest-4,"[u: 3
v: 1, u: 6
v: 4, u: 3
v: 0, u: 6
v: 7, u: 4
v: 5, u: 4
v: 1]",-1,-1,False,True,human,4,-1,-1,"[u: 3
v: 1, u: 6
v: 4, u: 3
v: 0, u: 6
v: 7, u: 4
v: 5, u: 4
v: 1]",-1,-1,True,True,7,0,human
1623049269.2448518,40,1623049269,244100570,pretest-5,[],-1,-1,False,False,human,1,0,3,"[u: 0
v: 3]",-1,-1,False,False,0,0,human
1623049274.4610717,41,1623049274,460855245,pretest-5,"[u: 0
v: 3]",-1,-1,False,False,human,1,1,3,"[u: 0
v: 3, u: 1
v: 3]",-1,-1,False,False,1,0,human
1623049280.640666,42,1623049280,639906406,pretest-5,"[u: 0
v: 3, u: 1
v: 3]",-1,-1,False,False,human,1,1,4,"[u: 0
v: 3, u: 1
v: 3, u: 1
v: 4]",-1,-1,False,False,2,0,human
1623049284.679808,43,1623049284,678822517,pretest-5,"[u: 0
v: 3, u: 1
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,5,4,"[u: 5
v: 4, u: 0
v: 3, u: 1
v: 3, u: 1
v: 4]",-1,-1,False,False,3,0,human
1623049288.389767,44,1623049288,388950109,pretest-5,"[u: 5
v: 4, u: 0
v: 3, u: 1
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,4,6,"[u: 4
v: 6, u: 5
v: 4, u: 0
v: 3, u: 1
v: 3, u: 1
v: 4]",-1,-1,False,False,4,0,human
1623049294.5072844,45,1623049294,505803585,pretest-5,"[u: 4
v: 6, u: 5
v: 4, u: 0
v: 3, u: 1
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 0
v: 3, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3, u: 1
v: 4]",-1,-1,False,False,5,0,human
1623049297.9277897,46,1623049297,926996707,pretest-5,"[u: 6
v: 7, u: 0
v: 3, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3, u: 1
v: 4]",-1,-1,False,False,human,4,-1,-1,"[u: 5
v: 4, u: 4
v: 6, u: 0
v: 3, u: 1
v: 4, u: 6
v: 7, u: 1
v: 3]",-1,-1,False,True,6,0,human
1623049299.9606483,47,1623049299,959862947,pretest-5,"[u: 5
v: 4, u: 4
v: 6, u: 0
v: 3, u: 1
v: 4, u: 6
v: 7, u: 1
v: 3]",-1,-1,False,True,human,4,-1,-1,"[u: 5
v: 4, u: 4
v: 6, u: 0
v: 3, u: 1
v: 4, u: 6
v: 7, u: 1
v: 3]",-1,-1,True,True,7,0,human
1623049356.4524972,48,1623049356,451827764,collab-activity,[],-1,-1,False,False,robot,0,0,3,[],0,3,False,False,0,1,human
1623049367.572548,49,1623049367,571906805,collab-activity,[],0,3,False,False,human,6,-1,-1,"[u: 0
v: 3]",-1,-1,False,False,1,1,human
1623049393.0321372,50,1623049393,31420469,collab-activity,"[u: 0
v: 3]",-1,-1,False,False,human,0,2,1,"[u: 0
v: 3]",2,1,False,False,2,1,robot
1623049402.3085523,51,1623049402,307588815,collab-activity,"[u: 0
v: 3]",2,1,False,False,robot,0,2,1,"[u: 0
v: 3, u: 2
v: 1]",-1,-1,False,False,3,1,robot
1623049411.7266288,52,1623049411,725738763,collab-activity,"[u: 0
v: 3, u: 2
v: 1]",-1,-1,False,False,robot,0,2,3,"[u: 0
v: 3, u: 2
v: 1]",2,3,False,False,4,1,human
1623049417.4507804,53,1623049417,450003147,collab-activity,"[u: 0
v: 3, u: 2
v: 1]",2,3,False,False,human,6,-1,-1,"[u: 2
v: 3, u: 0
v: 3, u: 2
v: 1]",-1,-1,False,False,5,1,human
1623049434.0045726,54,1623049434,3567218,collab-activity,"[u: 2
v: 3, u: 0
v: 3, u: 2
v: 1]",-1,-1,False,False,human,0,8,9,"[u: 2
v: 3, u: 0
v: 3, u: 2
v: 1]",8,9,False,False,6,1,robot
1623049442.8627458,55,1623049442,861799955,collab-activity,"[u: 2
v: 3, u: 0
v: 3, u: 2
v: 1]",8,9,False,False,robot,0,8,9,"[u: 2
v: 3, u: 8
v: 9, u: 0
v: 3, u: 2
v: 1]",-1,-1,False,False,7,1,robot
1623049451.267785,56,1623049451,267047405,collab-activity,"[u: 2
v: 3, u: 8
v: 9, u: 0
v: 3, u: 2
v: 1]",-1,-1,False,False,robot,0,8,2,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 0
v: 3]",8,2,False,False,8,1,human
1623049458.3908195,57,1623049458,389891147,collab-activity,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 0
v: 3]",8,2,False,False,human,6,-1,-1,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 8
v: 2, u: 0
v: 3]",-1,-1,False,False,9,1,human
1623049479.8332334,58,1623049479,832087516,collab-activity,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 8
v: 2, u: 0
v: 3]",-1,-1,False,False,human,0,5,4,"[u: 2
v: 1, u: 0
v: 3, u: 2
v: 3, u: 8
v: 9, u: 8
v: 2]",5,4,False,False,10,1,robot
1623049485.160377,59,1623049485,160104513,collab-activity,"[u: 2
v: 1, u: 0
v: 3, u: 2
v: 3, u: 8
v: 9, u: 8
v: 2]",5,4,False,False,robot,0,5,4,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 8
v: 2, u: 5
v: 4, u: 0
v: 3]",-1,-1,False,False,11,1,robot
1623049494.0596218,60,1623049494,58589458,collab-activity,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 8
v: 2, u: 5
v: 4, u: 0
v: 3]",-1,-1,False,False,robot,0,5,7,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 2
v: 3, u: 8
v: 9, u: 8
v: 2]",5,7,False,False,12,1,human
1623049503.4889357,61,1623049503,488099336,collab-activity,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 2
v: 3, u: 8
v: 9, u: 8
v: 2]",5,7,False,False,human,6,-1,-1,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 8
v: 2, u: 5
v: 4, u: 0
v: 3, u: 5
v: 7]",-1,-1,False,False,13,1,human
1623049524.944497,62,1623049524,943601608,collab-activity,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 8
v: 2, u: 5
v: 4, u: 0
v: 3, u: 5
v: 7]",-1,-1,False,False,human,0,6,4,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 5
v: 7, u: 2
v: 3, u: 8
v: 9, u: 8
v: 2]",6,4,False,False,14,1,robot
1623049533.8002727,63,1623049533,799245595,collab-activity,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 5
v: 7, u: 2
v: 3, u: 8
v: 9, u: 8
v: 2]",6,4,False,False,robot,0,6,4,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 8
v: 2, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7]",-1,-1,False,False,15,1,robot
1623049542.6086106,64,1623049542,608342170,collab-activity,"[u: 2
v: 3, u: 8
v: 9, u: 2
v: 1, u: 8
v: 2, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7]",-1,-1,False,False,robot,0,6,7,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 8
v: 9, u: 8
v: 2]",6,7,False,False,16,1,human
1623049546.2969496,65,1623049546,295978069,collab-activity,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 8
v: 9, u: 8
v: 2]",6,7,False,False,human,6,-1,-1,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2]",-1,-1,False,False,17,1,human
1623049567.0409422,66,1623049567,39881944,collab-activity,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2]",-1,-1,False,False,human,0,1,4,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2]",1,4,False,False,18,1,robot
1623049579.8842554,67,1623049579,882917165,collab-activity,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2]",1,4,False,False,robot,0,1,3,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2]",1,3,False,False,19,1,human
1623049591.1490614,68,1623049591,148321866,collab-activity,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2]",1,3,False,False,human,6,-1,-1,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2, u: 1
v: 3]",-1,-1,False,False,20,1,human
1623049608.3122735,69,1623049608,311205148,collab-activity,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2, u: 1
v: 3]",-1,-1,False,False,human,0,1,9,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2, u: 1
v: 3]",1,9,False,False,21,1,robot
1623049615.3193145,70,1623049615,318539857,collab-activity,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2, u: 1
v: 3]",1,9,False,False,robot,0,1,9,"[u: 2
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 5
v: 7, u: 2
v: 3, u: 6
v: 7, u: 8
v: 9, u: 8
v: 2, u: 1
v: 3, u: 1
v: 9]",-1,-1,False,False,22,1,robot
