Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
1623221158.173182,1,1623221158,172307252,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,0,1,human
1623221194.509918,2,1623221194,509025573,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
1623221217.7147555,3,1623221217,714152336,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,2,3,human
1623221220.843389,4,1623221220,842552661,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,3,-1,-1,"[u: 1
v: 9]",-1,-1,True,False,3,4,human
1623221259.676172,5,1623221259,675134897,pretest-1,[],-1,-1,False,False,human,1,7,6,"[u: 7
v: 6]",-1,-1,False,False,0,0,human
1623221264.189068,6,1623221264,188227415,pretest-1,"[u: 7
v: 6]",-1,-1,False,False,human,1,6,4,"[u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,1,0,human
1623221267.6883051,7,1623221267,687158823,pretest-1,"[u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,human,1,5,4,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,2,0,human
1623221271.5099216,8,1623221271,509567975,pretest-1,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,human,1,7,5,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 7
v: 5]",-1,-1,False,False,3,0,human
1623221282.2739322,9,1623221282,273056030,pretest-1,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 7
v: 5]",-1,-1,False,False,human,1,5,3,"[u: 7
v: 6, u: 7
v: 5, u: 5
v: 3, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,4,0,human
1623221288.176836,10,1623221288,176110506,pretest-1,"[u: 7
v: 6, u: 7
v: 5, u: 5
v: 3, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,human,1,3,1,"[u: 3
v: 1, u: 7
v: 6, u: 7
v: 5, u: 5
v: 3, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,5,0,human
1623221299.6300097,11,1623221299,628892898,pretest-1,"[u: 3
v: 1, u: 7
v: 6, u: 7
v: 5, u: 5
v: 3, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,human,1,4,1,"[u: 5
v: 3, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,6,0,human
1623221310.4039009,12,1623221310,402770996,pretest-1,"[u: 5
v: 3, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,1,0,3,"[u: 5
v: 3, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,7,0,human
1623221316.2521644,13,1623221316,251095056,pretest-1,"[u: 5
v: 3, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,8,0,human
1623221322.0660954,14,1623221322,65310478,pretest-1,[],-1,-1,False,False,human,1,5,4,"[u: 5
v: 4]",-1,-1,False,False,9,0,human
1623221340.4132607,15,1623221340,412611484,pretest-1,"[u: 5
v: 4]",-1,-1,False,False,human,1,7,6,"[u: 5
v: 4, u: 7
v: 6]",-1,-1,False,False,10,0,human
1623221344.966444,16,1623221344,966204404,pretest-1,"[u: 5
v: 4, u: 7
v: 6]",-1,-1,False,False,human,1,6,4,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,11,0,human
1623221351.7697082,17,1623221351,768022775,pretest-1,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,human,1,1,4,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,12,0,human
1623221356.3852482,18,1623221356,384478092,pretest-1,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,human,1,3,1,"[u: 7
v: 6, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,13,0,human
1623221360.9342632,19,1623221360,933163404,pretest-1,"[u: 7
v: 6, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,human,1,3,5,"[u: 3
v: 5, u: 7
v: 6, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,14,0,human
