Time,header.seq,header.frame_id,level,name,msg,file,function,line,topics
0.0,302,,2,/justhink_robot_hr,Waiting for justhink_app/observe_activity service ...,robot.py,Robot.init_ros,754,['/rosout']
12.632245779037476,303,,2,/justhink_app,Starting human application window...,run_app.py,run,23,['/rosout']
15.6612389087677,304,,2,/justhink_robot_hr,Waiting for justhink_app/pause service ...,robot.py,Robot.init_ros,760,['/rosout']
15.687439680099487,305,,2,/justhink_robot_hr,Waiting for justhink_app/set_activity service ...,robot.py,Robot.init_ros,766,['/rosout']
15.698195695877075,306,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 0
  stamp: 
    secs: 1623062544
    nsecs: 388852596
  frame_id: ''
current: ''
next: ""init""",human_window.py,log_publish,1129,"['/justhink_app/mouse_release', '/justhink_app/key_release', '/justhink_app/mouse_motion', '/justhink_app/activity_transition', '/rosout', '/justhink_app/state_transition', '/justhink_app/act', '/justhink_app/button_press', '/justhink_app/key_press', '/justhink_app/mouse_drag', '/justhink_app/mouse_press']"
15.711272478103638,307,,2,/justhink_robot_hr,Waiting for justhink_app/set_robot_text service ...,robot.py,Robot.init_ros,772,['/rosout']
15.744121313095093,308,,2,/justhink_robot_hr,Waiting for justhink_app/observe_state service ...,robot.py,Robot.init_ros,778,['/rosout']
15.762054443359375,309,,2,/justhink_robot_hr,Waiting for justhink_app/act service ...,robot.py,Robot.init_ros,786,['/rosout']
15.780422687530518,310,,2,/justhink_robot_hr,Waiting for justhink_app/ask_guess service ...,robot.py,Robot.init_ros,792,['/rosout']
15.84619402885437,311,,2,/justhink_robot_hr,/qt_robot/behavior/talkText service is found. Running with robot.,robot.py,Robot.init_ros,817,['/rosout']
15.855663299560547,312,,2,/justhink_robot_hr,Waiting for /qt_robot/behavior/talkText service ...,robot.py,Robot.init_ros,825,['/rosout']
15.880429029464722,313,,2,/justhink_robot_hr,Waiting for /qt_robot/speech/config service ...,robot.py,Robot.init_ros,840,['/rosout']
15.954192638397217,314,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 1
  stamp: 
    secs: 1623062544
    nsecs: 644509792
  frame_id: ""init""
current: ""init""
next: ""init""",human_window.py,log_publish,1129,"['/justhink_app/mouse_release', '/justhink_app/key_release', '/justhink_app/mouse_motion', '/justhink_app/activity_transition', '/rosout', '/justhink_app/state_transition', '/justhink_app/act', '/justhink_app/button_press', '/justhink_app/key_press', '/justhink_app/mouse_drag', '/justhink_app/mouse_press']"
16.076130867004395,315,,2,/justhink_robot_hr,"Robot speech configured: speed=75, language=en-US",robot.py,Robot.__init__,113,"['/justhink_app/state_transition', '/qt_robot/gesture/play', '/qt_robot/emotion/show', '/qt_robot/behavior/talkText', '/justhink_app/activity_transition', '/qt_robot/head_position/command', '/justhink_app/act', '/qt_robot/speech/say', '/rosout']"
16.102883100509644,316,,2,/justhink_robot_hr,Calling service /justhink_app/observe_activity,robot.py,log_service_call,1176,"['/justhink_app/state_transition', '/qt_robot/gesture/play', '/qt_robot/emotion/show', '/qt_robot/behavior/talkText', '/justhink_app/activity_transition', '/qt_robot/head_position/command', '/justhink_app/act', '/qt_robot/speech/say', '/rosout']"
