Time,header.seq,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
0.0,1,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,0,1,human
36.076340198516846,2,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
58.130114793777466,3,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,2,3,human
59.679298639297485,4,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,3,-1,-1,"[u: 1
v: 9]",-1,-1,True,False,3,4,human
97.92581033706665,5,pretest-1,[],-1,-1,False,False,human,1,6,4,"[u: 6
v: 4]",-1,-1,False,False,0,0,human
101.61945223808289,6,pretest-1,"[u: 6
v: 4]",-1,-1,False,False,human,1,5,4,"[u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,1,0,human
104.41201782226562,7,pretest-1,"[u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,human,1,5,6,"[u: 5
v: 4, u: 5
v: 6, u: 6
v: 4]",-1,-1,False,False,2,0,human
107.19077754020691,8,pretest-1,"[u: 5
v: 4, u: 5
v: 6, u: 6
v: 4]",-1,-1,False,False,human,1,7,6,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 5
v: 6]",-1,-1,False,False,3,0,human
113.08428192138672,9,pretest-1,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 5
v: 6]",-1,-1,False,False,human,1,7,5,"[u: 7
v: 6, u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,4,0,human
119.8863615989685,10,pretest-1,"[u: 7
v: 6, u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,human,1,0,7,"[u: 0
v: 7, u: 7
v: 6, u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,5,0,human
123.88945770263672,11,pretest-1,"[u: 0
v: 7, u: 7
v: 6, u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,human,1,7,3,"[u: 0
v: 7, u: 7
v: 6, u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 6
v: 4, u: 7
v: 3]",-1,-1,False,False,6,0,human
127.206533908844,12,pretest-1,"[u: 0
v: 7, u: 7
v: 6, u: 5
v: 6, u: 7
v: 5, u: 5
v: 4, u: 6
v: 4, u: 7
v: 3]",-1,-1,False,False,human,1,3,1,"[u: 0
v: 7, u: 7
v: 6, u: 5
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 7
v: 3]",-1,-1,False,False,7,0,human
143.2204465866089,13,pretest-1,"[u: 0
v: 7, u: 7
v: 6, u: 5
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 7
v: 3]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,8,0,human
148.72379064559937,14,pretest-1,[],-1,-1,False,False,human,1,6,7,"[u: 6
v: 7]",-1,-1,False,False,9,0,human
152.47632908821106,15,pretest-1,"[u: 6
v: 7]",-1,-1,False,False,human,1,7,5,"[u: 6
v: 7, u: 7
v: 5]",-1,-1,False,False,10,0,human
155.77732872962952,16,pretest-1,"[u: 6
v: 7, u: 7
v: 5]",-1,-1,False,False,human,1,5,4,"[u: 6
v: 7, u: 7
v: 5, u: 5
v: 4]",-1,-1,False,False,11,0,human
159.81898427009583,17,pretest-1,"[u: 6
v: 7, u: 7
v: 5, u: 5
v: 4]",-1,-1,False,False,human,1,4,6,"[u: 4
v: 6, u: 6
v: 7, u: 7
v: 5, u: 5
v: 4]",-1,-1,False,False,12,0,human
