Time,data
1623227589.5805883,"Hello! My name is Q.T., and here is my friend Utku. Let's start when you are ready!"
1623227609.7373724,"Look at this! This is a map of Switzerland. You see many mountains, and in all of  the mountains there is gold! You also see buildings, but they are not important."
1623227627.009602,"In this game, we have to build a railway network to help the miners go from any mine to any other. Our goal is to spend as little money as possible to build the railways."
1623227642.4978857,"Before we play together, let's see how to interact with the game. You see here two gold mines, with a possible connection between them, shown as a gray track."
1623227657.519379,"Let's connect these two gold mines to each other, so that the miners can travel between them. For this, click on one mine, and go to the other without releasing!"
1623227678.6894338,"This railway costs 3 francs! In this game we consider the costs of the tracks: every time we build a track, it costs something. We want to spend as little as we can."
1623227698.0520627,"Now, imagine you want to remove the connections and start connecting again from  scratch. For this, you can press the eraser button on the right. Try it!"
1623227715.8836646,"Now, there is no connection between the mountains: miners can't go between them. Let's connect again, and when you are done, propose your connection by pressing the submit button!"
1623227748.022271,Perfect! You got a hold of it. We can begin!
1623227758.0349946,"Now, let’s start the game! Go ahead and connect the gold mines to each other so that miners can go from any mine to any other by some path."
1623227772.2278168,"Try to spend as little as possible to build the tracks. Please give it a try by yourself, later, we will do it together!"
1623227846.6366458,"Okay, so, let's try to connect these different gold mines to help the miners go between them. Try to spend as few francs as you can. Give it a try!"
1623227909.6593986,"So you are done with the second one. What about these gold mines? Let's connect  them as cheaply as possible, while miners can travel between them. Go ahead!"
1623227969.210583,"Okay, let's try for this one now. Please connect them while spending as little as possible. There is only one more to go before we do it together. Good luck!"
1623228040.3754027,"So, for this final time, please connect these different mines as cheaply as you can, by yourself. Then, we will play together!"
1623228102.7232006,"Now, we do it together! We need to connect the mines, so that miners can travel from any mine to any other. Our goal is to spend as few francs as possible to build tracks!"
1623228120.1667368,"We have got only four attempts to find the cheapest connection, so let's try our best! When you think it is ready to be submitted, press submit: the system will give feedback."
1623228139.0675564,"Let's start from Basel. Shall we go to Bern? Now, it is your turn. If you think we should connect them, agree with me by pressing the check. Otherwise, disagree with the cross!"
1623228396.290528,Let's start from Basel. Shall we go to Bern?
1623228416.842667,"Great, you agree. Then, what should we pick next? Go ahead and suggest the connection we should pick, by clicking on a mine and dragging to another."
1623228433.7934449,"Great, You agree with me! Then, its your turn, which mines should we connect?"
1623228464.007639,Let's start from Basel. Shall we go to Bern?
1623228480.7017796,"Great, you agree. Then, what should we pick next? Go ahead and suggest the connection we should pick, by clicking on a mine and dragging to another."
1623228509.7505975,"Then, you think we should go from Bern to Luzern."
1623228518.8181639,"Okay, I think it is a good one too!"
1623228529.710419,"Then, shall we go from Bern to Zurich?"
1623228546.2808583,"Okay, you disagree, then you don't think it is a good connection. Now, make a guess! What do you think I will do now?"
1623228584.999479,"I see, you think I would connect Luzern to Zermatt."
1623228594.292845,I don't think it is a good connection! I think we should go from Luzern to Zurich instead.
1623228614.3840196,Great to see that you agree. Now it is your turn: Make a guess! What do you think I will do now?
1623228634.31632,"Then, you think I want to go from Zurich to Gallen."
1623228643.4827948,I don't think it is a good connection! Shouldn't we go from Zurich to Bern instead?
1623228667.7140317,Great to see that you agree. Now it is your turn: Make a guess! What do you think I will do now?
1623228684.7643178,"I see, you think I would connect Bern to Interlaken."
