Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1623054231.690642,16,1623054231,634913141,,2,/record_1623054230631593616,Subscribing to /rosout_agg,/tmp/binarydeb/ros-noetic-rosbag-1.15.11/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1623054231.6911268,17,1623054231,690887347,,2,/record_1623054230631593616,Recording to '/home/utku/catkin_ws/src/justhink/data/2_2021-06-07_10-23-50.bag'.,/tmp/binarydeb/ros-noetic-rosbag-1.15.11/src/recorder.cpp,Recorder::startWriting,449,['/rosout']
1623054231.7617238,186,1620333544,429289881,,4,/qt_motor,Cannot read behavior of motor HeadYaw!,/home/qtrobot/robot/code/qt_main/qt_hardware_interface/qt_motor/src/qt_motor.cpp,read,278,"['/rosout', '/qt_robot/joints/state', '/qt_robot/motors/states']"
1623054231.7636151,8,1620333814,645484101,,2,/qt_robot_interface,Setting volume by amixer -q cset numid=1 95%,/home/qtrobot/robot/code/qt_main/qt_robot_interface/src/setting.cpp,setVolumeCallback,23,['/rosout']
1623054231.7638228,11,1620324591,380363941,,2,/controller,"Started controllers: /qt_robot/head_position, /qt_robot/right_arm_position, /qt_robot/left_arm_position, /qt_robot/joints_state, /qt_robot/motors, /qt_robot/gesture",spawner,main,201,['/rosout']
1623054231.7638466,0,1620324627,587178283,,2,/robAPL,&&&&&&&&&&&&&&&&&&&&&&,/tmp/qt_main/robapl/src/robAPL_output_interface.cpp,pl_initialize__1,50,"['/rosout', '/robAPL_input_events', '/interactive_interface_notes', '/kid_tablet_images']"
1623054231.767832,5,1620324572,887909866,,2,/find_object_2d,object_prefix = object,/home/qtrobot/catkin_ws/src/find-object/src/ros/FindObjectROS.cpp,FindObjectROS,43,"['/rosout', '/tf']"
1623054256.7143054,1,1623054256,530342102,,2,/justhink_robot_hr,Waiting for justhink_app/observe_activity service ...,robot.py,Robot.init_ros,759,['/rosout']
1623054384.806987,187,1620333973,874708988,,4,/qt_motor,Cannot read status value of  motor RightElbowRoll (2)!,/home/qtrobot/robot/code/qt_main/qt_hardware_interface/qt_motor/src/qt_motor.cpp,status,317,"['/rosout', '/qt_robot/joints/state', '/qt_robot/motors/states']"
1623054395.169777,1,1623054394,930088520,,2,/justhink_app,Starting human application window...,run_app.py,run,23,['/rosout']
1623054398.1745832,3,1623054398,174202680,,2,/justhink_robot_hr,Waiting for justhink_app/pause service ...,robot.py,Robot.init_ros,765,['/rosout']
1623054398.1964185,3,1623054398,196094751,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 0
  stamp: 
    secs: 1623054398
    nsecs: 182367563
  frame_id: ''
current: ''
next: ""init""",human_window.py,log_publish,1128,"['/justhink_app/act', '/justhink_app/key_press', '/justhink_app/button_press', '/justhink_app/activity_transition', '/justhink_app/mouse_release', '/rosout', '/justhink_app/mouse_motion', '/justhink_app/state_transition', '/justhink_app/mouse_drag', '/justhink_app/key_release', '/justhink_app/mouse_press']"
1623054398.2020466,4,1623054398,201841592,,2,/justhink_robot_hr,Waiting for justhink_app/set_activity service ...,robot.py,Robot.init_ros,771,['/rosout']
1623054398.220388,5,1623054398,220110893,,2,/justhink_robot_hr,Waiting for justhink_app/set_robot_text service ...,robot.py,Robot.init_ros,777,['/rosout']
1623054398.2357388,6,1623054398,235210180,,2,/justhink_robot_hr,Waiting for justhink_app/observe_state service ...,robot.py,Robot.init_ros,783,['/rosout']
1623054398.2504778,7,1623054398,250150442,,2,/justhink_robot_hr,Waiting for justhink_app/act service ...,robot.py,Robot.init_ros,791,['/rosout']
1623054398.265205,8,1623054398,264967203,,2,/justhink_robot_hr,Waiting for justhink_app/ask_guess service ...,robot.py,Robot.init_ros,797,['/rosout']
1623054398.3154302,9,1623054398,315150499,,2,/justhink_robot_hr,/qt_robot/behavior/talkText service is found. Running with robot.,robot.py,Robot.init_ros,822,['/rosout']
1623054398.3240502,10,1623054398,323798418,,2,/justhink_robot_hr,Waiting for /qt_robot/behavior/talkText service ...,robot.py,Robot.init_ros,830,['/rosout']
1623054398.357307,11,1623054398,357042551,,2,/justhink_robot_hr,Waiting for /qt_robot/speech/config service ...,robot.py,Robot.init_ros,845,['/rosout']
1623054398.7415893,4,1623054398,740912437,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 1
  stamp: 
    secs: 1623054398
    nsecs: 728356599
  frame_id: ""init""
current: ""init""
next: ""init""",human_window.py,log_publish,1128,"['/justhink_app/act', '/justhink_app/key_press', '/justhink_app/button_press', '/justhink_app/activity_transition', '/justhink_app/mouse_release', '/rosout', '/justhink_app/mouse_motion', '/justhink_app/state_transition', '/justhink_app/mouse_drag', '/justhink_app/key_release', '/justhink_app/mouse_press']"
1623054398.7559679,12,1623054398,755396366,,2,/justhink_robot_hr,"Robot speech configured: speed=75, language=en-US",robot.py,Robot.__init__,113,"['/qt_robot/gesture/play', '/justhink_app/act', '/justhink_app/activity_transition', '/rosout', '/qt_robot/speech/say', '/qt_robot/emotion/show', '/qt_robot/behavior/talkText', '/qt_robot/head_position/command', '/justhink_app/state_transition']"
1623054398.765932,13,1623054398,765739440,,2,/justhink_robot_hr,Calling service /justhink_app/observe_activity,robot.py,log_service_call,1181,"['/qt_robot/gesture/play', '/justhink_app/act', '/justhink_app/activity_transition', '/rosout', '/qt_robot/speech/say', '/qt_robot/emotion/show', '/qt_robot/behavior/talkText', '/qt_robot/head_position/command', '/justhink_app/state_transition']"
1623054398.7880914,5,1623054398,787728786,,2,/justhink_app,"Responding service /justhink_app/observe_activity
 Data: 
 
 Response: 
 init",human_window.py,log_service_response,1139,"['/justhink_app/act', '/justhink_app/key_press', '/justhink_app/button_press', '/justhink_app/activity_transition', '/justhink_app/mouse_release', '/rosout', '/justhink_app/mouse_motion', '/justhink_app/state_transition', '/justhink_app/mouse_drag', '/justhink_app/key_release', '/justhink_app/mouse_press']"
1623054398.8003504,14,1623054398,799970865,,2,/justhink_robot_hr,"Response: current: ""init""",robot.py,Robot.observe_activity,729,"['/qt_robot/gesture/play', '/justhink_app/act', '/justhink_app/activity_transition', '/rosout', '/qt_robot/speech/say', '/qt_robot/emotion/show', '/qt_robot/behavior/talkText', '/qt_robot/head_position/command', '/justhink_app/state_transition']"
1623054398.8082898,15,1623054398,808119297,,2,/justhink_robot_hr,"Calling service /justhink_app/set_robot_text
 Data: 
 ",robot.py,log_service_call,1181,"['/qt_robot/gesture/play', '/justhink_app/act', '/justhink_app/activity_transition', '/rosout', '/qt_robot/speech/say', '/qt_robot/emotion/show', '/qt_robot/behavior/talkText', '/qt_robot/head_position/command', '/justhink_app/state_transition']"
1623054398.821028,6,1623054398,820785522,,2,/justhink_app,"Responding service /justhink_app/set_robot_text
 Data: 
 text: ''
 Response: 
 True",human_window.py,log_service_response,1139,"['/justhink_app/act', '/justhink_app/key_press', '/justhink_app/button_press', '/justhink_app/activity_transition', '/justhink_app/mouse_release', '/rosout', '/justhink_app/mouse_motion', '/justhink_app/state_transition', '/justhink_app/mouse_drag', '/justhink_app/key_release', '/justhink_app/mouse_press']"
1623054398.8349433,16,1623054398,834599971,,2,/justhink_robot_hr,Response: status: True,robot.py,Robot.set_robot_text,720,"['/qt_robot/gesture/play', '/justhink_app/act', '/justhink_app/activity_transition', '/rosout', '/qt_robot/speech/say', '/qt_robot/emotion/show', '/qt_robot/behavior/talkText', '/qt_robot/head_position/command', '/justhink_app/state_transition']"
1623054456.9790745,7,1623054456,978813171,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 2
  stamp: 
    secs: 1623054456
    nsecs: 962711811
  frame_id: ""init""
current: ""init""
next: ""start""",human_window.py,log_publish,1128,"['/justhink_app/act', '/justhink_app/key_press', '/justhink_app/button_press', '/justhink_app/activity_transition', '/justhink_app/mouse_release', '/rosout', '/justhink_app/mouse_motion', '/justhink_app/state_transition', '/justhink_app/mouse_drag', '/justhink_app/key_release', '/justhink_app/mouse_press']"
1623054456.982039,17,1623054456,981704235,,2,/justhink_robot_hr,"/justhink_robot_hr published to /qt_robot/gesture/play:
 QT/hi",robot.py,log_publish,1165,"['/qt_robot/gesture/play', '/justhink_app/act', '/justhink_app/activity_transition', '/rosout', '/qt_robot/speech/say', '/qt_robot/emotion/show', '/qt_robot/behavior/talkText', '/qt_robot/head_position/command', '/justhink_app/state_transition']"
1623054456.9944952,18,1623054456,993689298,,2,/justhink_robot_hr,"Calling service /justhink_app/set_robot_text
 Data: 
 Hello! My name is Q.T., and here is my friend Utku.
Let's start when you are ready!",robot.py,log_service_call,1181,"['/qt_robot/gesture/play', '/justhink_app/act', '/justhink_app/activity_transition', '/rosout', '/qt_robot/speech/say', '/qt_robot/emotion/show', '/qt_robot/behavior/talkText', '/qt_robot/head_position/command', '/justhink_app/state_transition']"
