Time,header.seq,header.frame_id,level,name,msg,file,function,line,topics
0.0,22,,2,/record_1623414688224254774,Subscribing to /rosout_agg,/tmp/binarydeb/ros-noetic-rosbag-1.15.11/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
0.0003476142883300781,23,,2,/record_1623414688224254774,Recording to '/home/utku/catkin_ws/src/justhink/data/10_2021-06-11_14-31-27.bag'.,/tmp/binarydeb/ros-noetic-rosbag-1.15.11/src/recorder.cpp,Recorder::startWriting,449,['/rosout']
395.78809690475464,1,,2,/justhink_robot_hr,Waiting for justhink_app/observe_activity service ...,robot.py,Robot.init_ros,915,['/rosout']
397.09935426712036,1,,2,/justhink_app,Starting human application window...,run_app.py,run,23,['/rosout']
400.65756726264954,3,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 0
  stamp: 
    secs: 1623415090
    nsecs: 277486085
  frame_id: ''
current: ''
next: ""init""",human_window.py,log_publish,1128,"['/justhink_app/mouse_release', '/justhink_app/button_press', '/rosout', '/justhink_app/act', '/justhink_app/mouse_press', '/justhink_app/mouse_motion', '/justhink_app/key_press', '/justhink_app/state_transition', '/justhink_app/key_release', '/justhink_app/mouse_drag', '/justhink_app/activity_transition']"
400.6655604839325,3,,2,/justhink_robot_hr,Waiting for justhink_app/pause service ...,robot.py,Robot.init_ros,921,['/rosout']
400.6874792575836,4,,2,/justhink_robot_hr,Waiting for justhink_app/set_activity service ...,robot.py,Robot.init_ros,927,['/rosout']
400.71510219573975,5,,2,/justhink_robot_hr,Waiting for justhink_app/set_robot_text service ...,robot.py,Robot.init_ros,933,['/rosout']
400.73454880714417,6,,2,/justhink_robot_hr,Waiting for justhink_app/observe_state service ...,robot.py,Robot.init_ros,939,['/rosout']
400.75368571281433,7,,2,/justhink_robot_hr,Waiting for justhink_app/act service ...,robot.py,Robot.init_ros,947,['/rosout']
400.86515522003174,8,,2,/justhink_robot_hr,/qt_robot/behavior/talkText service is found. Running with robot.,robot.py,Robot.init_ros,978,['/rosout']
400.8808174133301,9,,2,/justhink_robot_hr,Waiting for /qt_robot/behavior/talkText service ...,robot.py,Robot.init_ros,986,['/rosout']
400.93270921707153,4,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 1
  stamp: 
    secs: 1623415090
    nsecs: 557994842
  frame_id: ""init""
current: ""init""
next: ""init""",human_window.py,log_publish,1128,"['/justhink_app/mouse_release', '/justhink_app/button_press', '/rosout', '/justhink_app/act', '/justhink_app/mouse_press', '/justhink_app/mouse_motion', '/justhink_app/key_press', '/justhink_app/state_transition', '/justhink_app/key_release', '/justhink_app/mouse_drag', '/justhink_app/activity_transition']"
410.90699672698975,10,,4,/justhink_robot_hr,"wait_for_service(/qt_robot/behavior/talkText): failed to contact, will keep trying",tcpros_service.py,wait_for_service,163,['/rosout']
421.25847935676575,11,,4,/justhink_robot_hr,"wait_for_service(/qt_robot/behavior/talkText): failed to contact, will keep trying",tcpros_service.py,wait_for_service,163,['/rosout']
431.60079622268677,12,,4,/justhink_robot_hr,"wait_for_service(/qt_robot/behavior/talkText): failed to contact, will keep trying",tcpros_service.py,wait_for_service,163,['/rosout']
440.4379470348358,5,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 2
  stamp: 
    secs: 1623415130
    nsecs:  60016393
  frame_id: ""init""
current: ""init""
next: ""start""",human_window.py,log_publish,1128,"['/justhink_app/mouse_release', '/justhink_app/button_press', '/rosout', '/justhink_app/act', '/justhink_app/mouse_press', '/justhink_app/mouse_motion', '/justhink_app/key_press', '/justhink_app/state_transition', '/justhink_app/key_release', '/justhink_app/mouse_drag', '/justhink_app/activity_transition']"
