Time,header.seq,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
0.0,1,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,0,1,human
36.33673596382141,2,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
59.5415735244751,3,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,2,3,human
62.670207023620605,4,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,3,-1,-1,"[u: 1
v: 9]",-1,-1,True,False,3,4,human
101.50299000740051,5,pretest-1,[],-1,-1,False,False,human,1,7,6,"[u: 7
v: 6]",-1,-1,False,False,0,0,human
106.01588606834412,6,pretest-1,"[u: 7
v: 6]",-1,-1,False,False,human,1,6,4,"[u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,1,0,human
109.51512312889099,7,pretest-1,"[u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,human,1,5,4,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,2,0,human
113.3367395401001,8,pretest-1,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,human,1,7,5,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 7
v: 5]",-1,-1,False,False,3,0,human
124.100750207901,9,pretest-1,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 7
v: 5]",-1,-1,False,False,human,1,5,3,"[u: 7
v: 6, u: 7
v: 5, u: 5
v: 3, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,4,0,human
130.0036540031433,10,pretest-1,"[u: 7
v: 6, u: 7
v: 5, u: 5
v: 3, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,human,1,3,1,"[u: 3
v: 1, u: 7
v: 6, u: 7
v: 5, u: 5
v: 3, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,5,0,human
141.45682764053345,11,pretest-1,"[u: 3
v: 1, u: 7
v: 6, u: 7
v: 5, u: 5
v: 3, u: 5
v: 4, u: 6
v: 4]",-1,-1,False,False,human,1,4,1,"[u: 5
v: 3, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,6,0,human
152.23071885108948,12,pretest-1,"[u: 5
v: 3, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,1,0,3,"[u: 5
v: 3, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,7,0,human
158.07898235321045,13,pretest-1,"[u: 5
v: 3, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,8,0,human
163.89291334152222,14,pretest-1,[],-1,-1,False,False,human,1,5,4,"[u: 5
v: 4]",-1,-1,False,False,9,0,human
182.24007868766785,15,pretest-1,"[u: 5
v: 4]",-1,-1,False,False,human,1,7,6,"[u: 5
v: 4, u: 7
v: 6]",-1,-1,False,False,10,0,human
186.7932620048523,16,pretest-1,"[u: 5
v: 4, u: 7
v: 6]",-1,-1,False,False,human,1,6,4,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,11,0,human
193.59652614593506,17,pretest-1,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,human,1,1,4,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,12,0,human
198.21206617355347,18,pretest-1,"[u: 5
v: 4, u: 7
v: 6, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,human,1,3,1,"[u: 7
v: 6, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,13,0,human
202.76108121871948,19,pretest-1,"[u: 7
v: 6, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,human,1,3,5,"[u: 3
v: 5, u: 7
v: 6, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,14,0,human
207.2522964477539,20,pretest-1,"[u: 3
v: 5, u: 7
v: 6, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,human,1,7,5,"[u: 3
v: 5, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,15,0,human
212.40439796447754,21,pretest-1,"[u: 3
v: 5, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,human,1,0,3,"[u: 3
v: 5, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,16,0,human
215.6379463672638,22,pretest-1,"[u: 3
v: 5, u: 7
v: 6, u: 7
v: 5, u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 1
v: 4]",-1,-1,False,False,human,4,-1,-1,"[u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 1
v: 4, u: 7
v: 6, u: 7
v: 5, u: 3
v: 5]",-1,-1,False,True,17,0,human
218.20638918876648,23,pretest-1,"[u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 1
v: 4, u: 7
v: 6, u: 7
v: 5, u: 3
v: 5]",-1,-1,False,True,human,4,-1,-1,"[u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 6
v: 4, u: 1
v: 4, u: 7
v: 6, u: 7
v: 5, u: 3
v: 5]",-1,-1,True,True,18,0,human
245.94165563583374,24,pretest-2,[],-1,-1,False,False,human,1,5,4,"[u: 5
v: 4]",-1,-1,False,False,0,0,human
249.60853362083435,25,pretest-2,"[u: 5
v: 4]",-1,-1,False,False,human,1,4,6,"[u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,1,0,human
252.55478644371033,26,pretest-2,"[u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,2,0,human
262.6901080608368,27,pretest-2,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,human,1,1,3,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3]",-1,-1,False,False,3,0,human
267.02856516838074,28,pretest-2,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3]",-1,-1,False,False,human,1,4,1,"[u: 6
v: 7, u: 4
v: 1, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3]",-1,-1,False,False,4,0,human
270.4714455604553,29,pretest-2,"[u: 6
v: 7, u: 4
v: 1, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3]",-1,-1,False,False,human,1,3,0,"[u: 6
v: 7, u: 4
v: 1, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3, u: 3
v: 0]",-1,-1,False,False,5,0,human
275.47362089157104,30,pretest-2,"[u: 6
v: 7, u: 4
v: 1, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3, u: 3
v: 0]",-1,-1,False,False,human,1,7,0,"[u: 6
v: 7, u: 4
v: 1, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3, u: 7
v: 0, u: 3
v: 0]",-1,-1,False,False,6,0,human
282.79658102989197,31,pretest-2,"[u: 6
v: 7, u: 4
v: 1, u: 5
v: 4, u: 4
v: 6, u: 1
v: 3, u: 7
v: 0, u: 3
v: 0]",-1,-1,False,False,human,4,-1,-1,"[u: 1
v: 3, u: 5
v: 4, u: 4
v: 6, u: 7
v: 0, u: 3
v: 0, u: 6
v: 7, u: 4
v: 1]",-1,-1,False,True,7,0,human
284.8934123516083,32,pretest-2,"[u: 1
v: 3, u: 5
v: 4, u: 4
v: 6, u: 7
v: 0, u: 3
v: 0, u: 6
v: 7, u: 4
v: 1]",-1,-1,False,True,human,4,-1,-1,"[u: 4
v: 1, u: 5
v: 4, u: 4
v: 6, u: 7
v: 0, u: 3
v: 0, u: 6
v: 7, u: 1
v: 3]",-1,-1,True,True,8,0,human
307.2471251487732,33,pretest-3,[],-1,-1,False,False,human,1,4,5,"[u: 4
v: 5]",-1,-1,False,False,0,0,human
311.8280076980591,34,pretest-3,"[u: 4
v: 5]",-1,-1,False,False,human,1,4,6,"[u: 4
v: 5, u: 4
v: 6]",-1,-1,False,False,1,0,human
