Time,data
1623236335.9340334,Great to see that you agree.Now it is your turn: Make a guess! What do you think I will do now?
1623236388.7491424,"Okay, you disagree, then you don't think it is a good connection.Now, make a guess! What do you think I will do now?"
1623236433.7216759,Great to see that you agree.Now it is your turn: Make a guess! What do you think I will do now?
1623236500.2914414,"Okay, you disagree, then you don't think it is a good connection.Now, make a guess! What do you think I will do now?"
1623236614.4013188,Great to see that you agree.Now it is your turn: Make a guess! What do you think I will do now?
1623236660.0903175,Great to see that you agree.Now it is your turn: Make a guess! What do you think I will do now?
1623236999.0173702,"Okay, you don't think so. Please guess: What do you think I will do now?"
1623237087.4730058,Great to see that you agree.Now it is your turn: Make a guess! What do you think I will do now?
1623237246.9989183,"Okay, you disagree, then you don't think it is a good connection.Now, make a guess! What do you think I will do now?"
1623237505.834082,"Okay, you don't think so. Please guess: What do you think I will do now?"
1623237889.9609323,Great to see that you agree.Now it is your turn: Make a guess! What do you think I will do now?
1623238019.920414,Great to see that you agree.Now it is your turn: Make a guess! What do you think I will do now?
