Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
1623062788.6193202,1,1623062788,618388652,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,0,1,human
1623062824.9993856,2,1623062824,998575210,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
1623062847.6582994,3,1623062847,657456636,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,2,3,human
1623062849.0237057,4,1623062849,23562669,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,3,-1,-1,"[u: 1
v: 9]",-1,-1,True,False,3,4,human
1623062888.195916,5,1623062888,195767879,pretest-1,[],-1,-1,False,False,human,1,0,3,"[u: 0
v: 3]",-1,-1,False,False,0,0,human
1623062892.904799,6,1623062892,903987407,pretest-1,"[u: 0
v: 3]",-1,-1,False,False,human,1,3,1,"[u: 3
v: 1, u: 0
v: 3]",-1,-1,False,False,1,0,human
1623062897.844199,7,1623062897,842580556,pretest-1,"[u: 3
v: 1, u: 0
v: 3]",-1,-1,False,False,human,1,1,4,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,2,0,human
1623062905.445112,8,1623062905,444550037,pretest-1,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,4,6,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4, u: 4
v: 6]",-1,-1,False,False,3,0,human
1623062910.3889215,9,1623062910,388809919,pretest-1,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4, u: 4
v: 6]",-1,-1,False,False,human,1,6,7,"[u: 4
v: 6, u: 6
v: 7, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,4,0,human
1623062913.25551,10,1623062913,255307912,pretest-1,"[u: 4
v: 6, u: 6
v: 7, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,7,5,"[u: 6
v: 7, u: 0
v: 3, u: 3
v: 1, u: 7
v: 5, u: 4
v: 6, u: 1
v: 4]",-1,-1,False,False,5,0,human
1623062920.6782684,11,1623062920,677223443,pretest-1,"[u: 6
v: 7, u: 0
v: 3, u: 3
v: 1, u: 7
v: 5, u: 4
v: 6, u: 1
v: 4]",-1,-1,False,False,human,4,-1,-1,"[u: 3
v: 1, u: 0
v: 3, u: 4
v: 6, u: 1
v: 4, u: 6
v: 7, u: 7
v: 5]",-1,-1,False,True,6,0,human
1623062926.042039,12,1623062926,40945053,pretest-1,"[u: 3
v: 1, u: 0
v: 3, u: 4
v: 6, u: 1
v: 4, u: 6
v: 7, u: 7
v: 5]",-1,-1,False,True,human,4,-1,-1,"[u: 3
v: 1, u: 0
v: 3, u: 4
v: 6, u: 1
v: 4, u: 6
v: 7, u: 7
v: 5]",-1,-1,True,True,7,0,human
1623062950.1171808,13,1623062950,116211652,pretest-2,[],-1,-1,False,False,human,1,4,6,"[u: 4
v: 6]",-1,-1,False,False,0,0,human
1623062954.671591,14,1623062954,670873880,pretest-2,"[u: 4
v: 6]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 4
v: 6]",-1,-1,False,False,1,0,human
1623062958.899724,15,1623062958,898477077,pretest-2,"[u: 6
v: 7, u: 4
v: 6]",-1,-1,False,False,human,1,7,0,"[u: 6
v: 7, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,2,0,human
1623062961.348562,16,1623062961,348304033,pretest-2,"[u: 6
v: 7, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,human,1,0,3,"[u: 6
v: 7, u: 4
v: 6, u: 7
v: 0, u: 0
v: 3]",-1,-1,False,False,3,0,human
1623062963.7121232,17,1623062963,711364030,pretest-2,"[u: 6
v: 7, u: 4
v: 6, u: 7
v: 0, u: 0
v: 3]",-1,-1,False,False,human,1,3,1,"[u: 6
v: 7, u: 0
v: 3, u: 3
v: 1, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,4,0,human
1623062968.278185,18,1623062968,276802062,pretest-2,"[u: 6
v: 7, u: 0
v: 3, u: 3
v: 1, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,human,1,4,5,"[u: 4
v: 6, u: 6
v: 7, u: 4
v: 5, u: 3
v: 1, u: 0
v: 3, u: 7
v: 0]",-1,-1,False,False,5,0,human
1623062970.061029,19,1623062970,60035943,pretest-2,"[u: 4
v: 6, u: 6
v: 7, u: 4
v: 5, u: 3
v: 1, u: 0
v: 3, u: 7
v: 0]",-1,-1,False,False,human,4,-1,-1,"[u: 3
v: 1, u: 4
v: 6, u: 0
v: 3, u: 7
v: 0, u: 6
v: 7, u: 4
v: 5]",-1,-1,False,True,6,0,human
1623062972.0570993,20,1623062972,56124448,pretest-2,"[u: 3
v: 1, u: 4
v: 6, u: 0
v: 3, u: 7
v: 0, u: 6
v: 7, u: 4
v: 5]",-1,-1,False,True,human,4,-1,-1,"[u: 3
v: 1, u: 4
v: 6, u: 7
v: 0, u: 0
v: 3, u: 6
v: 7, u: 4
v: 5]",-1,-1,True,True,7,0,human
1623062996.381752,21,1623062996,380908250,pretest-3,[],-1,-1,False,False,human,1,0,3,"[u: 0
v: 3]",-1,-1,False,False,0,0,human
1623063002.790844,22,1623063002,789813995,pretest-3,"[u: 0
v: 3]",-1,-1,False,False,human,1,3,1,"[u: 3
v: 1, u: 0
v: 3]",-1,-1,False,False,1,0,human
1623063005.3621304,23,1623063005,361205339,pretest-3,"[u: 3
v: 1, u: 0
v: 3]",-1,-1,False,False,human,1,1,4,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,2,0,human
1623063012.7186747,24,1623063012,717376947,pretest-3,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,4,5,"[u: 3
v: 1, u: 4
v: 5, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,3,0,human
1623063015.4517791,25,1623063015,451119184,pretest-3,"[u: 3
v: 1, u: 4
v: 5, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,5,7,"[u: 4
v: 5, u: 5
v: 7, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,4,0,human
1623063018.2559829,26,1623063018,255033254,pretest-3,"[u: 4
v: 5, u: 5
v: 7, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,1,7,6,"[u: 5
v: 7, u: 4
v: 5, u: 7
v: 6, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,5,0,human
1623063019.5496118,27,1623063019,549401998,pretest-3,"[u: 5
v: 7, u: 4
v: 5, u: 7
v: 6, u: 3
v: 1, u: 0
v: 3, u: 1
v: 4]",-1,-1,False,False,human,4,-1,-1,"[u: 3
v: 1, u: 0
v: 3, u: 5
v: 7, u: 1
v: 4, u: 4
v: 5, u: 7
v: 6]",-1,-1,False,True,6,0,human
1623063021.193113,28,1623063021,191813468,pretest-3,"[u: 3
v: 1, u: 0
v: 3, u: 5
v: 7, u: 1
v: 4, u: 4
v: 5, u: 7
v: 6]",-1,-1,False,True,human,4,-1,-1,"[u: 3
v: 1, u: 0
v: 3, u: 1
v: 4, u: 5
v: 7, u: 4
v: 5, u: 7
v: 6]",-1,-1,True,True,7,0,human
