Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
1623241984.8070202,1,1623241984,806824445,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,0,1,human
1623242024.2588615,2,1623242024,258677482,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
1623242053.7132902,3,1623242053,712331056,indiv-illustrate,[],-1,-1,False,False,human,1,1,9,"[u: 1
v: 9]",-1,-1,False,False,2,3,human
1623242056.0508811,4,1623242056,49918413,indiv-illustrate,"[u: 1
v: 9]",-1,-1,False,False,human,3,-1,-1,"[u: 1
v: 9]",-1,-1,True,False,3,4,human
1623242098.839804,5,1623242098,839047908,pretest-1,[],-1,-1,False,False,human,1,6,4,"[u: 6
v: 4]",-1,-1,False,False,0,0,human
1623242105.0094452,6,1623242105,8028745,pretest-1,"[u: 6
v: 4]",-1,-1,False,False,human,1,4,5,"[u: 4
v: 5, u: 6
v: 4]",-1,-1,False,False,1,0,human
1623242115.532736,7,1623242115,531795024,pretest-1,"[u: 4
v: 5, u: 6
v: 4]",-1,-1,False,False,human,1,5,6,"[u: 4
v: 5, u: 5
v: 6, u: 6
v: 4]",-1,-1,False,False,2,0,human
1623242121.8649256,8,1623242121,864173173,pretest-1,"[u: 4
v: 5, u: 5
v: 6, u: 6
v: 4]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 4
v: 5, u: 6
v: 4, u: 5
v: 6]",-1,-1,False,False,3,0,human
1623242126.9994297,9,1623242126,998576402,pretest-1,"[u: 6
v: 7, u: 4
v: 5, u: 6
v: 4, u: 5
v: 6]",-1,-1,False,False,human,1,7,5,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 6, u: 7
v: 5, u: 6
v: 4]",-1,-1,False,False,4,0,human
1623242130.9724643,10,1623242130,971392154,pretest-1,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 6, u: 7
v: 5, u: 6
v: 4]",-1,-1,False,False,human,1,5,3,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 6, u: 5
v: 3, u: 7
v: 5, u: 6
v: 4]",-1,-1,False,False,5,0,human
1623242137.3949454,11,1623242137,393434524,pretest-1,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 6, u: 5
v: 3, u: 7
v: 5, u: 6
v: 4]",-1,-1,False,False,human,1,4,1,"[u: 6
v: 7, u: 4
v: 5, u: 5
v: 6, u: 5
v: 3, u: 7
v: 5, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,6,0,human
