Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
1623408512.9240208,1,1623408512,923373937,indiv-illustrate,[],-1,-1,False,False,human,1,9,1,"[u: 9
v: 1]",-1,-1,False,False,0,1,human
1623408548.8988354,2,1623408548,898148298,indiv-illustrate,"[u: 9
v: 1]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
1623408572.1146114,3,1623408572,113973855,indiv-illustrate,[],-1,-1,False,False,human,1,9,1,"[u: 9
v: 1]",-1,-1,False,False,2,3,human
1623408574.6940684,4,1623408574,693328380,indiv-illustrate,"[u: 9
v: 1]",-1,-1,False,False,human,3,-1,-1,"[u: 9
v: 1]",-1,-1,True,False,3,4,human
1623408614.5669436,5,1623408614,566034793,pretest-1,[],-1,-1,False,False,human,1,4,1,"[u: 4
v: 1]",-1,-1,False,False,0,0,human
1623408624.4846444,6,1623408624,483693122,pretest-1,"[u: 4
v: 1]",-1,-1,False,False,human,1,7,3,"[u: 4
v: 1, u: 7
v: 3]",-1,-1,False,False,1,0,human
1623408629.553968,7,1623408629,553711891,pretest-1,"[u: 4
v: 1, u: 7
v: 3]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,2,0,human
1623408636.0523527,8,1623408636,51419019,pretest-1,[],-1,-1,False,False,human,1,1,4,"[u: 1
v: 4]",-1,-1,False,False,3,0,human
1623408640.6249506,9,1623408640,624691486,pretest-1,"[u: 1
v: 4]",-1,-1,False,False,human,1,4,6,"[u: 4
v: 6, u: 1
v: 4]",-1,-1,False,False,4,0,human
1623408647.953497,10,1623408647,952601909,pretest-1,"[u: 4
v: 6, u: 1
v: 4]",-1,-1,False,False,human,1,5,4,"[u: 5
v: 4, u: 4
v: 6, u: 1
v: 4]",-1,-1,False,False,5,0,human
