Time,header.seq,header.frame_id,level,name,msg,file,function,line,topics
0.0,3009,,2,/justhink_robot_hr,Waiting for justhink_app/observe_activity service ...,robot.py,Robot.init_ros,759,['/rosout']
128.0848307609558,3010,,4,/qt_motor,Cannot read status value of  motor RightElbowRoll (2)!,/home/qtrobot/robot/code/qt_main/qt_hardware_interface/qt_motor/src/qt_motor.cpp,status,317,"['/rosout', '/qt_robot/joints/state', '/qt_robot/motors/states']"
129.31381559371948,3011,,8,/qt_nuitrack_app,Nuitrack License timeout,/home/qtrobot/catkin_ws/src/qt_apps/qt_nuitrack_app/src/qt_nuitrack_app.cpp,QTNuitrackApp::nuitrackTimerCallback,108,"['/rosout', '/camera/color/image_raw', '/qt_nuitrack_app/faces', '/qt_nuitrack_app/gestures', '/qt_nuitrack_app/hands', '/qt_nuitrack_app/skeletons']"
130.54249596595764,3012,,2,/qt_nuitrack_app,Initializing Nuitrack...,/home/qtrobot/catkin_ws/src/qt_apps/qt_nuitrack_app/src/qt_nuitrack_app.cpp,QTNuitrackApp::QTNuitrackApp,15,['/rosout']
132.0785174369812,3013,,2,/qt_nuitrack_app,Starting Nuitrack...,/home/qtrobot/catkin_ws/src/qt_apps/qt_nuitrack_app/src/qt_nuitrack_app.cpp,QTNuitrackApp::QTNuitrackApp,56,['/rosout']
132.0789337158203,3014,,2,/qt_nuitrack_app,Satrting main loop:,/home/qtrobot/catkin_ws/src/qt_apps/qt_nuitrack_app/src/qt_nuitrack_app.cpp,QTNuitrackApp::QTNuitrackApp,76,"['/rosout', '/camera/color/image_raw', '/qt_nuitrack_app/faces', '/qt_nuitrack_app/gestures', '/qt_nuitrack_app/hands', '/qt_nuitrack_app/skeletons']"
132.0789439678192,3015,,2,/qt_nuitrack_app,	Main frame rate: 30,/home/qtrobot/catkin_ws/src/qt_apps/qt_nuitrack_app/src/qt_nuitrack_app.cpp,QTNuitrackApp::QTNuitrackApp,77,"['/rosout', '/camera/color/image_raw', '/qt_nuitrack_app/faces', '/qt_nuitrack_app/gestures', '/qt_nuitrack_app/hands', '/qt_nuitrack_app/skeletons']"
132.07895469665527,3016,,2,/qt_nuitrack_app,	Face frame rate: 2,/home/qtrobot/catkin_ws/src/qt_apps/qt_nuitrack_app/src/qt_nuitrack_app.cpp,QTNuitrackApp::QTNuitrackApp,78,"['/rosout', '/camera/color/image_raw', '/qt_nuitrack_app/faces', '/qt_nuitrack_app/gestures', '/qt_nuitrack_app/hands', '/qt_nuitrack_app/skeletons']"
132.07896375656128,3017,,2,/qt_nuitrack_app,	Camera image size 640x640,/home/qtrobot/catkin_ws/src/qt_apps/qt_nuitrack_app/src/qt_nuitrack_app.cpp,QTNuitrackApp::QTNuitrackApp,79,"['/rosout', '/camera/color/image_raw', '/qt_nuitrack_app/faces', '/qt_nuitrack_app/gestures', '/qt_nuitrack_app/hands', '/qt_nuitrack_app/skeletons']"
132.08203387260437,3018,,2,/qt_nuitrack_app,qt_nuitrack_app is ready with 2 callbacks,/home/qtrobot/catkin_ws/src/qt_apps/qt_nuitrack_app/src/main.cpp,main,14,"['/rosout', '/camera/color/image_raw', '/qt_nuitrack_app/faces', '/qt_nuitrack_app/gestures', '/qt_nuitrack_app/hands', '/qt_nuitrack_app/skeletons']"
138.5378611087799,3019,,2,/justhink_app,Starting human application window...,run_app.py,run,23,['/rosout']
141.45721817016602,3020,,2,/justhink_robot_hr,Waiting for justhink_app/pause service ...,robot.py,Robot.init_ros,765,['/rosout']
141.47849917411804,3021,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 0
  stamp: 
    secs: 1623054398
    nsecs: 182367563
  frame_id: ''
current: ''
next: ""init""",human_window.py,log_publish,1128,"['/justhink_app/act', '/justhink_app/key_press', '/justhink_app/button_press', '/justhink_app/activity_transition', '/justhink_app/mouse_release', '/rosout', '/justhink_app/mouse_motion', '/justhink_app/state_transition', '/justhink_app/mouse_drag', '/justhink_app/key_release', '/justhink_app/mouse_press']"
141.48403882980347,3022,,2,/justhink_robot_hr,Waiting for justhink_app/set_activity service ...,robot.py,Robot.init_ros,771,['/rosout']
141.50205898284912,3023,,2,/justhink_robot_hr,Waiting for justhink_app/set_robot_text service ...,robot.py,Robot.init_ros,777,['/rosout']
141.51696848869324,3024,,2,/justhink_robot_hr,Waiting for justhink_app/observe_state service ...,robot.py,Robot.init_ros,783,['/rosout']
141.53261351585388,3025,,2,/justhink_robot_hr,Waiting for justhink_app/act service ...,robot.py,Robot.init_ros,791,['/rosout']
141.54743576049805,3026,,2,/justhink_robot_hr,Waiting for justhink_app/ask_guess service ...,robot.py,Robot.init_ros,797,['/rosout']
141.5972695350647,3027,,2,/justhink_robot_hr,/qt_robot/behavior/talkText service is found. Running with robot.,robot.py,Robot.init_ros,822,['/rosout']
141.60563373565674,3028,,2,/justhink_robot_hr,Waiting for /qt_robot/behavior/talkText service ...,robot.py,Robot.init_ros,830,['/rosout']
141.64189219474792,3029,,2,/justhink_robot_hr,Waiting for /qt_robot/speech/config service ...,robot.py,Robot.init_ros,845,['/rosout']
