Time,header.seq,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
0.0,1,indiv-illustrate,[],-1,-1,False,False,human,1,9,1,"[u: 9
v: 1]",-1,-1,False,False,0,1,human
37.18625855445862,2,indiv-illustrate,"[u: 9
v: 1]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
66.84028148651123,3,indiv-illustrate,[],-1,-1,False,False,human,1,9,1,"[u: 9
v: 1]",-1,-1,False,False,2,3,human
69.35783362388611,4,indiv-illustrate,"[u: 9
v: 1]",-1,-1,False,False,human,3,-1,-1,"[u: 9
v: 1]",-1,-1,True,False,3,4,human
107.78392219543457,5,pretest-1,[],-1,-1,False,False,human,1,0,7,"[u: 0
v: 7]",-1,-1,False,False,0,0,human
112.58137130737305,6,pretest-1,"[u: 0
v: 7]",-1,-1,False,False,human,1,7,6,"[u: 0
v: 7, u: 7
v: 6]",-1,-1,False,False,1,0,human
118.11693787574768,7,pretest-1,"[u: 0
v: 7, u: 7
v: 6]",-1,-1,False,False,human,1,6,4,"[u: 0
v: 7, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,2,0,human
125.95735478401184,8,pretest-1,"[u: 0
v: 7, u: 7
v: 6, u: 6
v: 4]",-1,-1,False,False,human,1,4,1,"[u: 0
v: 7, u: 7
v: 6, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,3,0,human
148.25554251670837,9,pretest-1,"[u: 0
v: 7, u: 7
v: 6, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,1,4,5,"[u: 0
v: 7, u: 4
v: 5, u: 7
v: 6, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,4,0,human
155.00608110427856,10,pretest-1,"[u: 0
v: 7, u: 4
v: 5, u: 7
v: 6, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,1,1,3,"[u: 0
v: 7, u: 4
v: 5, u: 7
v: 6, u: 1
v: 3, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,5,0,human
160.48523998260498,11,pretest-1,"[u: 0
v: 7, u: 4
v: 5, u: 7
v: 6, u: 1
v: 3, u: 4
v: 1, u: 6
v: 4]",-1,-1,False,False,human,1,3,0,"[u: 0
v: 7, u: 4
v: 5, u: 7
v: 6, u: 1
v: 3, u: 4
v: 1, u: 6
v: 4, u: 3
v: 0]",-1,-1,False,False,6,0,human
162.55321431159973,12,pretest-1,"[u: 0
v: 7, u: 4
v: 5, u: 7
v: 6, u: 1
v: 3, u: 4
v: 1, u: 6
v: 4, u: 3
v: 0]",-1,-1,False,False,human,4,-1,-1,"[u: 0
v: 7, u: 4
v: 1, u: 6
v: 4, u: 3
v: 0, u: 4
v: 5, u: 7
v: 6, u: 1
v: 3]",-1,-1,False,True,7,0,human
167.10686135292053,13,pretest-1,"[u: 0
v: 7, u: 4
v: 1, u: 6
v: 4, u: 3
v: 0, u: 4
v: 5, u: 7
v: 6, u: 1
v: 3]",-1,-1,False,True,human,4,-1,-1,"[u: 0
v: 7, u: 1
v: 3, u: 6
v: 4, u: 3
v: 0, u: 4
v: 5, u: 7
v: 6, u: 4
v: 1]",-1,-1,True,True,8,0,human
195.68815732002258,14,pretest-2,[],-1,-1,False,False,human,1,4,5,"[u: 4
v: 5]",-1,-1,False,False,0,0,human
203.75186347961426,15,pretest-2,"[u: 4
v: 5]",-1,-1,False,False,human,1,5,7,"[u: 4
v: 5, u: 5
v: 7]",-1,-1,False,False,1,0,human
207.05634450912476,16,pretest-2,"[u: 4
v: 5, u: 5
v: 7]",-1,-1,False,False,human,1,7,0,"[u: 4
v: 5, u: 7
v: 0, u: 5
v: 7]",-1,-1,False,False,2,0,human
210.00522589683533,17,pretest-2,"[u: 4
v: 5, u: 7
v: 0, u: 5
v: 7]",-1,-1,False,False,human,1,0,3,"[u: 4
v: 5, u: 7
v: 0, u: 5
v: 7, u: 0
v: 3]",-1,-1,False,False,3,0,human
212.20131850242615,18,pretest-2,"[u: 4
v: 5, u: 7
v: 0, u: 5
v: 7, u: 0
v: 3]",-1,-1,False,False,human,1,3,1,"[u: 4
v: 5, u: 0
v: 3, u: 3
v: 1, u: 7
v: 0, u: 5
v: 7]",-1,-1,False,False,4,0,human
214.46344995498657,19,pretest-2,"[u: 4
v: 5, u: 0
v: 3, u: 3
v: 1, u: 7
v: 0, u: 5
v: 7]",-1,-1,False,False,human,1,5,6,"[u: 5
v: 7, u: 4
v: 5, u: 5
v: 6, u: 3
v: 1, u: 0
v: 3, u: 7
v: 0]",-1,-1,False,False,5,0,human
217.02549958229065,20,pretest-2,"[u: 5
v: 7, u: 4
v: 5, u: 5
v: 6, u: 3
v: 1, u: 0
v: 3, u: 7
v: 0]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 5
v: 7, u: 4
v: 5, u: 5
v: 6, u: 3
v: 1, u: 0
v: 3, u: 7
v: 0]",-1,-1,False,False,6,0,human
223.62700772285461,21,pretest-2,"[u: 6
v: 7, u: 5
v: 7, u: 4
v: 5, u: 5
v: 6, u: 3
v: 1, u: 0
v: 3, u: 7
v: 0]",-1,-1,False,False,human,1,6,4,"[u: 6
v: 7, u: 5
v: 7, u: 4
v: 5, u: 5
v: 6, u: 3
v: 1, u: 0
v: 3, u: 6
v: 4, u: 7
v: 0]",-1,-1,False,False,7,0,human
227.91337513923645,22,pretest-2,"[u: 6
v: 7, u: 5
v: 7, u: 4
v: 5, u: 5
v: 6, u: 3
v: 1, u: 0
v: 3, u: 6
v: 4, u: 7
v: 0]",-1,-1,False,False,human,4,-1,-1,"[u: 3
v: 1, u: 0
v: 3, u: 7
v: 0, u: 6
v: 4, u: 5
v: 7, u: 6
v: 7, u: 4
v: 5, u: 5
v: 6]",-1,-1,False,True,8,0,human
