Time,header.seq,header.frame_id,level,name,msg,file,function,line,topics
0.0,22,,2,/record_1623226225241405239,Subscribing to /rosout_agg,/tmp/binarydeb/ros-noetic-rosbag-1.15.11/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
0.0005705356597900391,23,,2,/record_1623226225241405239,Recording to '/home/utku/catkin_ws/src/justhink/data/6_2021-06-09_10-10-24.bag'.,/tmp/binarydeb/ros-noetic-rosbag-1.15.11/src/recorder.cpp,Recorder::startWriting,449,['/rosout']
0.07874274253845215,5,,2,/qt_robot_interface,Setting volume by amixer -q cset numid=1 95%,/home/qtrobot/robot/code/qt_main/qt_robot_interface/src/setting.cpp,setVolumeCallback,23,['/rosout']
0.07894158363342285,10,,2,/controller,"Started controllers: /qt_robot/head_position, /qt_robot/right_arm_position, /qt_robot/left_arm_position, /qt_robot/joints_state, /qt_robot/motors, /qt_robot/gesture",spawner,main,201,['/rosout']
0.08178210258483887,91,,4,/qt_motor,Cannot read behavior of motor RightElbowRoll!,/home/qtrobot/robot/code/qt_main/qt_hardware_interface/qt_motor/src/qt_motor.cpp,read,278,"['/rosout', '/qt_robot/joints/state', '/qt_robot/motors/states']"
0.08211040496826172,5,,2,/find_object_2d,object_prefix = object,/home/qtrobot/catkin_ws/src/find-object/src/ros/FindObjectROS.cpp,FindObjectROS,43,"['/rosout', '/tf']"
0.08414340019226074,0,,2,/robAPL,&&&&&&&&&&&&&&&&&&&&&&,/tmp/qt_main/robapl/src/robAPL_output_interface.cpp,pl_initialize__1,50,"['/rosout', '/robAPL_input_events', '/interactive_interface_notes', '/kid_tablet_images']"
637.7573392391205,92,,4,/qt_motor,getMotorBehaviourRaw : servo is not responding,/home/qtrobot/robot/code/qt_main/qt_hardware_interface/qt_motor/src/qt_motor.cpp,getMotorBehaviourRaw,430,"['/rosout', '/qt_robot/joints/state', '/qt_robot/motors/states']"
850.0785796642303,1,,2,/justhink_robot_hr,Waiting for justhink_app/observe_activity service ...,robot.py,Robot.init_ros,917,['/rosout']
853.6080315113068,1,,2,/justhink_app,Starting human application window...,run_app.py,run,23,['/rosout']
