Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1623414689.6346357,22,1623414689,573126229,,2,/record_1623414688224254774,Subscribing to /rosout_agg,/tmp/binarydeb/ros-noetic-rosbag-1.15.11/src/recorder.cpp,shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe,255,['/rosout']
1623414689.6349833,23,1623414689,634806414,,2,/record_1623414688224254774,Recording to '/home/utku/catkin_ws/src/justhink/data/10_2021-06-11_14-31-27.bag'.,/tmp/binarydeb/ros-noetic-rosbag-1.15.11/src/recorder.cpp,Recorder::startWriting,449,['/rosout']
1623415085.4227326,1,1623415085,280952692,,2,/justhink_robot_hr,Waiting for justhink_app/observe_activity service ...,robot.py,Robot.init_ros,915,['/rosout']
1623415086.73399,1,1623415086,509778499,,2,/justhink_app,Starting human application window...,run_app.py,run,23,['/rosout']
1623415090.292203,3,1623415090,291913747,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 0
  stamp: 
    secs: 1623415090
    nsecs: 277486085
  frame_id: ''
current: ''
next: ""init""",human_window.py,log_publish,1128,"['/justhink_app/mouse_release', '/justhink_app/button_press', '/rosout', '/justhink_app/act', '/justhink_app/mouse_press', '/justhink_app/mouse_motion', '/justhink_app/key_press', '/justhink_app/state_transition', '/justhink_app/key_release', '/justhink_app/mouse_drag', '/justhink_app/activity_transition']"
1623415090.3001962,3,1623415090,299652576,,2,/justhink_robot_hr,Waiting for justhink_app/pause service ...,robot.py,Robot.init_ros,921,['/rosout']
1623415090.322115,4,1623415090,321785926,,2,/justhink_robot_hr,Waiting for justhink_app/set_activity service ...,robot.py,Robot.init_ros,927,['/rosout']
1623415090.3497381,5,1623415090,349361896,,2,/justhink_robot_hr,Waiting for justhink_app/set_robot_text service ...,robot.py,Robot.init_ros,933,['/rosout']
1623415090.3691845,6,1623415090,368902683,,2,/justhink_robot_hr,Waiting for justhink_app/observe_state service ...,robot.py,Robot.init_ros,939,['/rosout']
1623415090.3883214,7,1623415090,387991189,,2,/justhink_robot_hr,Waiting for justhink_app/act service ...,robot.py,Robot.init_ros,947,['/rosout']
1623415090.499791,8,1623415090,499518394,,2,/justhink_robot_hr,/qt_robot/behavior/talkText service is found. Running with robot.,robot.py,Robot.init_ros,978,['/rosout']
1623415090.515453,9,1623415090,514802932,,2,/justhink_robot_hr,Waiting for /qt_robot/behavior/talkText service ...,robot.py,Robot.init_ros,986,['/rosout']
1623415090.5673447,4,1623415090,566679239,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 1
  stamp: 
    secs: 1623415090
    nsecs: 557994842
  frame_id: ""init""
current: ""init""
next: ""init""",human_window.py,log_publish,1128,"['/justhink_app/mouse_release', '/justhink_app/button_press', '/rosout', '/justhink_app/act', '/justhink_app/mouse_press', '/justhink_app/mouse_motion', '/justhink_app/key_press', '/justhink_app/state_transition', '/justhink_app/key_release', '/justhink_app/mouse_drag', '/justhink_app/activity_transition']"
1623415100.5416324,10,1623415100,541317939,,4,/justhink_robot_hr,"wait_for_service(/qt_robot/behavior/talkText): failed to contact, will keep trying",tcpros_service.py,wait_for_service,163,['/rosout']
1623415110.893115,11,1623415110,892853021,,4,/justhink_robot_hr,"wait_for_service(/qt_robot/behavior/talkText): failed to contact, will keep trying",tcpros_service.py,wait_for_service,163,['/rosout']
1623415121.2354321,12,1623415121,235190629,,4,/justhink_robot_hr,"wait_for_service(/qt_robot/behavior/talkText): failed to contact, will keep trying",tcpros_service.py,wait_for_service,163,['/rosout']
1623415130.0725827,5,1623415130,71956634,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 2
  stamp: 
    secs: 1623415130
    nsecs:  60016393
  frame_id: ""init""
current: ""init""
next: ""start""",human_window.py,log_publish,1128,"['/justhink_app/mouse_release', '/justhink_app/button_press', '/rosout', '/justhink_app/act', '/justhink_app/mouse_press', '/justhink_app/mouse_motion', '/justhink_app/key_press', '/justhink_app/state_transition', '/justhink_app/key_release', '/justhink_app/mouse_drag', '/justhink_app/activity_transition']"
1623415131.5316317,6,1623415131,531320571,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 3
  stamp: 
    secs: 1623415131
    nsecs: 520307540
  frame_id: ""start""
current: ""start""
next: ""start""",human_window.py,log_publish,1128,"['/justhink_app/mouse_release', '/justhink_app/button_press', '/rosout', '/justhink_app/act', '/justhink_app/mouse_press', '/justhink_app/mouse_motion', '/justhink_app/key_press', '/justhink_app/state_transition', '/justhink_app/key_release', '/justhink_app/mouse_drag', '/justhink_app/activity_transition']"
1623415131.573408,13,1623415131,573105096,,4,/justhink_robot_hr,"wait_for_service(/qt_robot/behavior/talkText): failed to contact, will keep trying",tcpros_service.py,wait_for_service,163,['/rosout']
1623415134.6906536,7,1623415134,689545154,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 4
  stamp: 
    secs: 1623415134
    nsecs: 678128480
  frame_id: ""start""
current: ""start""
next: ""intro""",human_window.py,log_publish,1128,"['/justhink_app/mouse_release', '/justhink_app/button_press', '/rosout', '/justhink_app/act', '/justhink_app/mouse_press', '/justhink_app/mouse_motion', '/justhink_app/key_press', '/justhink_app/state_transition', '/justhink_app/key_release', '/justhink_app/mouse_drag', '/justhink_app/activity_transition']"
1623415141.9114861,14,1623415141,910833120,,4,/justhink_robot_hr,"wait_for_service(/qt_robot/behavior/talkText): failed to contact, will keep trying",tcpros_service.py,wait_for_service,163,['/rosout']
1623415143.3818135,8,1623415143,381394863,,2,/justhink_app,Closing human application window.,human_window.py,HumanWindow.on_close,441,"['/justhink_app/mouse_release', '/justhink_app/button_press', '/rosout', '/justhink_app/act', '/justhink_app/mouse_press', '/justhink_app/mouse_motion', '/justhink_app/key_press', '/justhink_app/state_transition', '/justhink_app/key_release', '/justhink_app/mouse_drag', '/justhink_app/activity_transition']"
1623415152.2449796,15,1623415152,244704961,,4,/justhink_robot_hr,"wait_for_service(/qt_robot/behavior/talkText): failed to contact, will keep trying",tcpros_service.py,wait_for_service,163,['/rosout']
1623415156.5617094,1,1623415156,406903982,,2,/justhink_robot_hr,Waiting for justhink_app/observe_activity service ...,robot.py,Robot.init_ros,915,['/rosout']
1623415170.1813602,1,1623415170,17142295,,2,/justhink_app,Starting human application window...,run_app.py,run,23,['/rosout']
1623415173.542959,3,1623415173,542726039,,2,/justhink_robot_hr,Waiting for justhink_app/pause service ...,robot.py,Robot.init_ros,921,['/rosout']
1623415173.5674882,4,1623415173,567059516,,2,/justhink_robot_hr,Waiting for justhink_app/set_activity service ...,robot.py,Robot.init_ros,927,['/rosout']
1623415173.5891867,5,1623415173,588854074,,2,/justhink_robot_hr,Waiting for justhink_app/set_robot_text service ...,robot.py,Robot.init_ros,933,['/rosout']
1623415173.619345,6,1623415173,618926286,,2,/justhink_robot_hr,Waiting for justhink_app/observe_state service ...,robot.py,Robot.init_ros,939,['/rosout']
1623415173.6235373,3,1623415173,623289585,,2,/justhink_app,"/justhink_app published to /justhink_app/activity_transition:
 header: 
  seq: 0
  stamp: 
    secs: 1623415173
    nsecs: 612280607
  frame_id: ''
current: ''
next: ""init""",human_window.py,log_publish,1128,"['/justhink_app/mouse_drag', '/justhink_app/key_press', '/justhink_app/key_release', '/justhink_app/mouse_release', '/justhink_app/mouse_motion', '/justhink_app/button_press', '/justhink_app/activity_transition', '/justhink_app/state_transition', '/justhink_app/act', '/rosout', '/justhink_app/mouse_press']"
1623415173.6402497,7,1623415173,639965534,,2,/justhink_robot_hr,Waiting for justhink_app/act service ...,robot.py,Robot.init_ros,947,['/rosout']
1623415173.7243347,8,1623415173,724074840,,2,/justhink_robot_hr,/qt_robot/behavior/talkText service is found. Running with robot.,robot.py,Robot.init_ros,978,['/rosout']
1623415173.733315,9,1623415173,732768297,,2,/justhink_robot_hr,Waiting for /qt_robot/behavior/talkText service ...,robot.py,Robot.init_ros,986,['/rosout']
