Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,state.edges,state.suggested.u,state.suggested.v,state.terminal,state.submit_suggested,action.agent_name,action.type,action.edge.u,action.edge.v,next_state.edges,next_state.suggested.u,next_state.suggested.v,next_state.terminal,next_state.submit_suggested,action_no,step_no,turn_agent
1623415446.1448097,1,1623415446,144116878,indiv-illustrate,[],-1,-1,False,False,human,1,9,1,"[u: 9
v: 1]",-1,-1,False,False,0,1,human
1623415481.3554006,2,1623415481,354671001,indiv-illustrate,"[u: 9
v: 1]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,1,2,human
1623415509.6566653,3,1623415509,655817031,indiv-illustrate,[],-1,-1,False,False,human,1,9,1,"[u: 9
v: 1]",-1,-1,False,False,2,3,human
1623415511.094077,4,1623415511,92920303,indiv-illustrate,"[u: 9
v: 1]",-1,-1,False,False,human,3,-1,-1,"[u: 9
v: 1]",-1,-1,True,False,3,4,human
1623415556.218106,5,1623415556,217152595,pretest-1,[],-1,-1,False,False,human,1,6,4,"[u: 6
v: 4]",-1,-1,False,False,0,0,human
1623415565.1962821,6,1623415565,195311546,pretest-1,"[u: 6
v: 4]",-1,-1,False,False,human,1,4,5,"[u: 4
v: 5, u: 6
v: 4]",-1,-1,False,False,1,0,human
1623415578.288349,7,1623415578,288127183,pretest-1,"[u: 4
v: 5, u: 6
v: 4]",-1,-1,False,False,human,1,5,7,"[u: 4
v: 5, u: 6
v: 4, u: 5
v: 7]",-1,-1,False,False,2,0,human
1623415604.5143986,8,1623415604,514197111,pretest-1,"[u: 4
v: 5, u: 6
v: 4, u: 5
v: 7]",-1,-1,False,False,human,1,1,4,"[u: 4
v: 5, u: 1
v: 4, u: 6
v: 4, u: 5
v: 7]",-1,-1,False,False,3,0,human
1623415611.2432795,9,1623415611,243082761,pretest-1,"[u: 4
v: 5, u: 1
v: 4, u: 6
v: 4, u: 5
v: 7]",-1,-1,False,False,human,1,3,0,"[u: 4
v: 5, u: 1
v: 4, u: 6
v: 4, u: 5
v: 7, u: 3
v: 0]",-1,-1,False,False,4,0,human
1623415615.9321384,10,1623415615,931815624,pretest-1,"[u: 4
v: 5, u: 1
v: 4, u: 6
v: 4, u: 5
v: 7, u: 3
v: 0]",-1,-1,False,False,human,1,1,3,"[u: 1
v: 4, u: 4
v: 5, u: 1
v: 3, u: 6
v: 4, u: 5
v: 7, u: 3
v: 0]",-1,-1,False,False,5,0,human
1623415617.2925458,11,1623415617,292305469,pretest-1,"[u: 1
v: 4, u: 4
v: 5, u: 1
v: 3, u: 6
v: 4, u: 5
v: 7, u: 3
v: 0]",-1,-1,False,False,human,4,-1,-1,"[u: 6
v: 4, u: 5
v: 7, u: 1
v: 4, u: 3
v: 0, u: 4
v: 5, u: 1
v: 3]",-1,-1,False,True,6,0,human
1623415619.317391,12,1623415619,316521644,pretest-1,"[u: 6
v: 4, u: 5
v: 7, u: 1
v: 4, u: 3
v: 0, u: 4
v: 5, u: 1
v: 3]",-1,-1,False,True,human,4,-1,-1,"[u: 6
v: 4, u: 1
v: 4, u: 5
v: 7, u: 3
v: 0, u: 4
v: 5, u: 1
v: 3]",-1,-1,True,True,7,0,human
1623415649.761808,13,1623415649,760854482,pretest-2,[],-1,-1,False,False,human,1,5,4,"[u: 5
v: 4]",-1,-1,False,False,0,0,human
1623415655.2888553,14,1623415655,287991285,pretest-2,"[u: 5
v: 4]",-1,-1,False,False,human,1,4,6,"[u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,1,0,human
1623415668.795212,15,1623415668,794116020,pretest-2,"[u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,2,0,human
1623415678.6736884,16,1623415678,672801017,pretest-2,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,human,1,1,4,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 1
v: 4]",-1,-1,False,False,3,0,human
1623415686.9419134,17,1623415686,940891742,pretest-2,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 1
v: 4]",-1,-1,False,False,human,1,3,0,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 1
v: 4, u: 3
v: 0]",-1,-1,False,False,4,0,human
1623415689.8660538,18,1623415689,865888595,pretest-2,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 1
v: 4, u: 3
v: 0]",-1,-1,False,False,human,1,3,5,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 3
v: 5, u: 1
v: 4, u: 3
v: 0]",-1,-1,False,False,5,0,human
1623415702.7693129,19,1623415702,769118547,pretest-2,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 3
v: 5, u: 1
v: 4, u: 3
v: 0]",-1,-1,False,False,human,8,-1,-1,[],-1,-1,False,False,6,0,human
1623415712.2267432,20,1623415712,225746154,pretest-2,[],-1,-1,False,False,human,1,5,4,"[u: 5
v: 4]",-1,-1,False,False,7,0,human
1623415716.8440375,21,1623415716,843315124,pretest-2,"[u: 5
v: 4]",-1,-1,False,False,human,1,4,6,"[u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,8,0,human
1623415719.7454157,22,1623415719,745026588,pretest-2,"[u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,human,1,6,7,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,9,0,human
1623415727.127916,23,1623415727,126909494,pretest-2,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6]",-1,-1,False,False,human,1,7,0,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,10,0,human
1623415747.826973,24,1623415747,826035976,pretest-2,"[u: 6
v: 7, u: 5
v: 4, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,human,1,0,3,"[u: 6
v: 7, u: 0
v: 3, u: 5
v: 4, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,11,0,human
1623415747.86384,25,1623415747,863631010,pretest-2,"[u: 6
v: 7, u: 0
v: 3, u: 5
v: 4, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,human,1,3,1,"[u: 6
v: 7, u: 0
v: 3, u: 3
v: 1, u: 5
v: 4, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,12,0,human
1623415747.895023,26,1623415747,894161462,pretest-2,"[u: 6
v: 7, u: 0
v: 3, u: 3
v: 1, u: 5
v: 4, u: 4
v: 6, u: 7
v: 0]",-1,-1,False,False,human,1,3,1,"[u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 4
v: 6, u: 7
v: 0, u: 6
v: 7]",-1,-1,False,False,13,0,human
1623415747.9346411,27,1623415747,933976411,pretest-2,"[u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 4
v: 6, u: 7
v: 0, u: 6
v: 7]",-1,-1,False,False,human,1,1,3,"[u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 7
v: 0, u: 4
v: 6, u: 6
v: 7]",-1,-1,False,False,14,0,human
1623415747.9780853,28,1623415747,977014064,pretest-2,"[u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 7
v: 0, u: 4
v: 6, u: 6
v: 7]",-1,-1,False,False,human,1,4,1,"[u: 4
v: 6, u: 6
v: 7, u: 3
v: 1, u: 5
v: 4, u: 0
v: 3, u: 4
v: 1, u: 7
v: 0]",-1,-1,False,False,15,0,human
